Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
367	63.773	66.351	68.929	71.507	74.085	76.663	79.242	81.820	84.398
368	63.807	66.387	68.966	71.546	74.125	76.705	79.284	81.864	84.444
369	63.839	66.420	69.002	71.584	74.165	76.747	79.329	81.910	84.492
370	63.870	66.454	69.038	71.621	74.205	76.789	79.373	81.957	84.541
371	63.904	66.490	69.075	71.660	74.245	76.830	79.416	82.001	84.586
372	63.936	66.523	69.110	71.698	74.285	76.872	79.460	82.047	84.635
373	63.970	66.559	69.148	71.736	74.325	76.914	79.502	82.091	84.680
374	64.001	66.592	69.183	71.774	74.365	76.956	79.547	82.137	84.728
375	64.035	66.628	69.220	71.812	74.404	76.997	79.589	82.181	84.774
376	64.067	66.661	69.256	71.850	74.444	77.039	79.633	82.227	84.822
377	64.101	66.697	69.292	71.888	74.484	77.080	79.675	82.271	84.867
378	64.132	66.730	69.328	71.926	74.524	77.121	79.719	82.317	84.915
379	64.166	66.765	69.365	71.964	74.563	77.162	79.762	82.361	84.960
380	64.197	66.799	69.400	72.001	74.603	77.204	79.805	82.407	85.008
381	64.228	66.832	69.435	72.039	74.642	77.246	79.849	82.453	85.056
382	64.262	66.867	69.472	72.077	74.682	77.287	79.891	82.496	85.101
383	64.293	66.900	69.507	72.114	74.721	77.328	79.935	82.542	85.149
384	64.327	66.935	69.544	72.152	74.760	77.369	79.977	82.586	85.194
385	64.358	66.968	69.579	72.189	74.800	77.410	80.021	82.631	85.242
386	64.392	67.003	69.615	72.227	74.839	77.451	80.063	82.675	85.287
387	64.422	67.036	69.650	72.264	74.878	77.492	80.106	82.720	85.334
388	64.456	67.071	69.687	72.302	74.918	77.533	80.148	82.764	85.379
389	64.487	67.104	69.722	72.339	74.957	77.574	80.192	82.809	85.427
390	64.517	67.137	69.757	72.376	74.996	77.616	80.235	82.855	85.474
391	64.551	67.172	69.793	72.414	75.035	77.656	80.277	82.898	85.519
392	64.582	67.205	69.828	72.451	75.074	77.697	80.320	82.943	85.566
393	64.615	67.240	69.864	72.489	75.113	77.737	80.362	82.986	85.611
394	64.646	67.272	69.899	72.525	75.152	77.778	80.405	83.032	85.658
395	64.679	67.307	69.935	72.563	75.191	77.819	80.447	83.075	85.702
396	64.710	67.340	69.970	72.600	75.230	77.860	80.490	83.120	85.750
397	64.740	67.372	70.004	72.636	75.269	77.901	80.533	83.165	85.797
398	64.773	67.407	70.040	72.674	75.307	77.941	80.574	83.208	85.841
399	64.804	67.439	70.075	72.710	75.346	77.982	80.617	83.253	85.889
400	64.837	67.474	70.111	72.748	75.385	78.022	80.659	83.296	85.933
401	64.867	67.506	70.145	72.784	75.424	78.063	80.702	83.341	85.980
402	64.897	67.539	70.180	72.821	75.462	78.103	80.744	83.386	86.027
403	64.931	67.573	70.216	72.858	75.501	78.143	80.786	83.428	86.071
404	64.961	67.605	70.250	72.895	75.539	78.184	80.828	83.473	86.118
405	64.994	67.640	70.286	72.932	75.578	78.224	80.870	83.516	86.162
406	65.024	67.672	70.320	72.968	75.616	78.264	80.912	83.560	86.209
407	65.054	67.704	70.354	73.004	75.655	78.305	80.955	83.605	86.255
408	65.087	67.738	70.390	73.041	75.693	78.345	80.996	83.648	86.299
409	65.117	67.770	70.424	73.078	75.731	78.385	81.039	83.692	86.346
410	65.150	67.805	70.460	73.115	75.770	78.425	81.080	83.735	86.389
411	65.180	67.837	70.494	73.151	75.808	78.465	81.122	83.779	86.436
412	65.209	67.869	70.528	73.187	75.846	78.505	81.164	83.824	86.483
413	65.242	67.903	70.563	73.224	75.884	78.545	81.205	83.866	86.526
414	65.272	67.935	70.597	73.260	75.922	78.585	81.248	83.910	86.573
415	65.305	67.969	70.633	73.297	75.960	78.624	81.288	83.952	86.616
416	65.334	68.001	70.667	73.333	75.999	78.665	81.331	83.997	86.663
417	65.364	68.032	70.700	73.368	76.037	78.705	81.373	84.041	86.709
418	65.397	68.066	70.736	73.405	76.075	78.744	81.414	84.083	86.752
419	65.426	68.098	70.769	73.441	76.112	78.784	81.456	84.127	86.799
420	65.456	68.129	70.803	73.477	76.150	78.824	81.498	84.171	86.845
421	65.488	68.163	70.838	73.513	76.188	78.863	81.538	84.213	86.888
422	65.518	68.195	70.872	73.549	76.226	78.903	81.580	84.257	86.934
423	65.550	68.229	70.907	73.586	76.264	78.942	81.621	84.299	86.977
424	65.580	68.260	70.941	73.621	76.302	78.982	81.663	84.343	87.024
425	65.609	68.292	70.974	73.657	76.339	79.022	81.704	84.387	87.070
426	65.641	68.325	71.009	73.693	76.377	79.061	81.745	84.429	87.113
427	65.671	68.357	71.043	73.729	76.415	79.101	81.787	84.473	87.158
428	65.700	68.388	71.076	73.764	76.452	79.140	81.828	84.516	87.204
429	65.732	68.422	71.111	73.800	76.490	79.179	81.868	84.558	87.247
430	65.761	68.453	71.144	73.836	76.527	79.219	81.910	84.602	87.293
431	65.791	68.484	71.178	73.871	76.565	79.258	81.952	84.645	87.339
432	65.823	68.518	71.212	73.907	76.602	79.297	81.992	84.687	87.382
433	65.852	68.549	71.246	73.943	76.640	79.336	82.033	84.730	87.427
434	65.884	68.582	71.280	73.979	76.677	79.375	82.073	84.772	87.470
435	65.913	68.613	71.314	74.014	76.714	79.415	82.115	84.815	87.516
436	65.942	68.644	71.347	74.049	76.752	79.454	82.156	84.859	87.561
437	65.974	68.678	71.381	74.085	76.789	79.492	82.196	84.900	87.604
438	66.003	68.708	71.414	74.120	76.826	79.532	82.238	84.943	87.649
439	66.032	68.739	71.447	74.155	76.863	79.571	82.279	84.987	87.695
440	66.063	68.773	71.482	74.191	76.900	79.609	82.319	85.028	87.737
441	66.092	68.803	71.515	74.226	76.937	79.649	82.360	85.071	87.782
442	66.121	68.834	71.548	74.261	76.974	79.688	82.401	85.114	87.828
443	66.153	68.867	71.582	74.297	77.011	79.726	82.441	85.155	87.870
444	66.181	68.898	71.615	74.332	77.048	79.765	82.482	85.199	87.915
445	66.210	68.929	71.648	74.367	77.085	79.804	82.523	85.242	87.960
446	66.242	68.962	71.682	74.402	77.122	79.842	82.562	85.282	88.003
447	66.270	68.993	71.715	74.437	77.159	79.881	82.603	85.326	88.048
448	66.299	69.023	71.747	74.472	77.196	79.920	82.644	85.369	88.093
449	66.331	69.056	71.782	74.507	77.233	79.958	82.684	85.409	88.135
450	66.359	69.087	71.814	74.542	77.270	79.997	82.725	85.452	88.180
451	66.391	69.119	71.848	74.577	77.306	80.035	82.764	85.493	88.222
452	66.419	69.150	71.881	74.612	77.343	80.074	82.805	85.536	88.267
453	66.447	69.180	71.914	74.647	77.380	80.113	82.846	85.579	88.312
454	66.479	69.213	71.948	74.682	77.416	80.151	82.885	85.619	88.354
455	66.507	69.244	71.980	74.716	77.453	80.189	82.926	85.662	88.398
456	66.535	69.274	72.012	74.751	77.489	80.228	82.966	85.705	88.443
457	66.567	69.307	72.046	74.786	77.526	80.266	83.005	85.745	88.485
458	66.595	69.337	72.079	74.820	77.562	80.304	83.046	85.788	88.530
459	66.623	69.367	72.111	74.855	77.599	80.343	83.087	85.830	88.574
460	66.654	69.400	72.145	74.890	77.635	80.380	83.126	85.871	88.616
461	66.683	69.430	72.177	74.924	77.672	80.419	83.166	85.913	88.661
462	66.711	69.460	72.209	74.959	77.708	80.457	83.207	85.956	88.705
463	66.742	69.492	72.243	74.994	77.744	80.495	83.245	85.996	88.747
464	66.770	69.523	72.275	75.028	77.780	80.533	83.286	86.038	88.791
465	66.798	69.553	72.307	75.062	77.817	80.571	83.326	86.081	88.836
466	66.829	69.585	72.341	75.097	77.853	80.609	83.365	86.121	88.877
467	66.857	69.615	72.373	75.131	77.889	80.647	83.405	86.163	88.921
468	66.885	69.645	72.405	75.165	77.925	80.685	83.445	86.206	88.966
469	66.913	69.675	72.437	75.199	77.961	80.723	83.486	86.248	89.010
470	66.944	69.707	72.471	75.234	77.997	80.761	83.524	86.288	89.051
471	66.971	69.737	72.502	75.268	78.033	80.799	83.564	86.330	89.095
472	66.999	69.767	72.534	75.302	78.069	80.837	83.605	86.372	89.140
473	67.030	69.799	72.568	75.337	78.105	80.874	83.643	86.412	89.181
474	67.058	69.829	72.600	75.370	78.141	80.912	83.683	86.454	89.225
475	67.085	69.858	72.631	75.404	78.177	80.950	83.723	86.496	89.269
476	67.116	69.890	72.665	75.439	78.213	80.987	83.762	86.536	89.310
477	67.144	69.920	72.696	75.473	78.249	81.025	83.802	86.578	89.354
478	67.171	69.950	72.728	75.506	78.285	81.063	83.841	86.620	89.398
479	67.202	69.982	72.761	75.541	78.320	81.100	83.880	86.659	89.439
480	67.230	70.011	72.793	75.575	78.356	81.138	83.920	86.701	89.483
481	67.257	70.041	72.825	75.608	78.392	81.176	83.959	86.743	89.527
482	67.288	70.073	72.858	75.643	78.428	81.213	83.998	86.782	89.567
483	67.315	70.102	72.889	75.676	78.463	81.250	84.037	86.824	89.611
484	67.343	70.132	72.921	75.710	78.499	81.288	84.077	86.866	89.655
485	67.373	70.164	72.954	75.744	78.534	81.325	84.115	86.905	89.696
486	67.400	70.193	72.985	75.778	78.570	81.362	84.155	86.947	89.740
487	67.428	70.222	73.017	75.811	78.606	81.400	84.194	86.989	89.783
488	67.455	70.252	73.048	75.845	78.641	81.437	84.234	87.030	89.827
489	67.485	70.283	73.081	75.879	78.676	81.474	84.272	87.070	89.867
490	67.513	70.312	73.112	75.912	78.712	81.512	84.311	87.111	89.911
491	67.540	70.342	73.144	75.945	78.747	81.549	84.351	87.153	89.955
492	67.570	70.373	73.176	75.980	78.783	81.586	84.389	87.192	89.995
493	67.597	70.403	73.208	76.013	78.818	81.623	84.428	87.233	90.038
494	67.625	70.432	73.239	76.046	78.853	81.660	84.468	87.275	90.082
495	67.655	70.463	73.272	76.080	78.888	81.697	84.505	87.314	90.122
496	67.682	70.492	73.303	76.113	78.924	81.734	84.545	87.355	90.165
497	67.709	70.521	73.334	76.146	78.959	81.771	84.584	87.396	90.209
498	67.739	70.553	73.366	76.180	78.994	81.808	84.622	87.435	90.249
499	67.766	70.582	73.397	76.213	79.029	81.845	84.661	87.477	90.292
500	67.793	70.611	73.429	76.246	79.064	81.882	84.700	87.518	90.336
501	67.820	70.640	73.460	76.279	79.099	81.919	84.739	87.559	90.379
502	67.850	70.671	73.492	76.313	79.134	81.955	84.777	87.598	90.419
503	67.877	70.700	73.523	76.346	79.169	81.992	84.816	87.639	90.462
504	67.903	70.729	73.554	76.379	79.204	82.029	84.855	87.680	90.505
505	67.933	70.760	73.586	76.413	79.239	82.066	84.892	87.719	90.545
506	67.960	70.789	73.617	76.446	79.274	82.103	84.931	87.760	90.588
507	67.987	70.817	73.648	76.478	79.309	82.139	84.970	87.801	90.631
508	68.017	70.848	73.680	76.512	79.344	82.176	85.007	87.839	90.671
509	68.043	70.877	73.711	76.545	79.379	82.212	85.046	87.880	90.714
510	68.070	70.906	73.742	76.578	79.413	82.249	85.085	87.921	90.757
511	68.097	70.934	73.772	76.610	79.448	82.286	85.124	87.962	90.800
512	68.126	70.965	73.805	76.644	79.483	82.322	85.161	88.000	90.839
513	68.153	70.994	73.835	76.676	79.518	82.359	85.200	88.041	90.882
514	68.179	71.023	73.866	76.709	79.552	82.395	85.238	88.082	90.925
515	68.209	71.054	73.898	76.742	79.587	82.431	85.276	88.120	90.965
516	68.235	71.082	73.928	76.775	79.621	82.468	85.314	88.161	91.007
517	68.262	71.110	73.959	76.807	79.656	82.504	85.353	88.201	91.050
518	68.288	71.139	73.989	76.840	79.690	82.541	85.391	88.242	91.093
519	68.318	71.170	74.021	76.873	79.725	82.577	85.428	88.280	91.132
520	68.344	71.198	74.052	76.906	79.759	82.613	85.467	88.321	91.175
521	68.371	71.226	74.082	76.938	79.794	82.650	85.505	88.361	91.217
522	68.400	71.257	74.114	76.971	79.828	82.685	85.542	88.399	91.256
523	68.426	71.285	74.144	77.004	79.863	82.722	85.581	88.440	91.299
524	68.452	71.314	74.175	77.036	79.897	82.758	85.619	88.480	91.341
525	68.479	71.342	74.205	77.068	79.931	82.794	85.657	88.521	91.384
526	68.508	71.372	74.237	77.101	79.966	82.830	85.694	88.559	91.423
527	68.534	71.401	74.267	77.133	80.000	82.866	85.733	88.599	91.465
528	68.560	71.429	74.297	77.166	80.034	82.902	85.771	88.639	91.508
529	68.590	71.459	74.329	77.199	80.068	82.938	85.807	88.677	91.547
530	68.616	71.487	74.359	77.231	80.102	82.974	85.846	88.717	91.589
531	68.642	71.515	74.389	77.263	80.136	83.010	85.884	88.758	91.631
532	68.668	71.543	74.419	77.295	80.171	83.046	85.922	88.798	91.673
533	68.697	71.574	74.451	77.328	80.205	83.082	85.958	88.835	91.712
534	68.723	71.602	74.481	77.360	80.239	83.118	85.997	88.876	91.755
535	68.749	71.630	74.511	77.392	80.273	83.154	86.035	88.916	91.797
536	68.778	71.660	74.542	77.424	80.307	83.189	86.071	88.953	91.836
537	68.804	71.688	74.572	77.456	80.341	83.225	86.109	88.993	91.878
538	68.830	71.716	74.602	77.488	80.374	83.261	86.147	89.033	91.919
539	68.855	71.744	74.632	77.520	80.408	83.297	86.185	89.073	91.961
540	68.884	71.774	74.663	77.553	80.442	83.332	86.221	89.111	92.000
541	68.910	71.802	74.693	77.585	80.476	83.368	86.259	89.151	92.042
542	68.936	71.829	74.723	77.616	80.510	83.403	86.297	89.190	92.084
543	68.965	71.859	74.754	77.649	80.544	83.438	86.333	89.228	92.123
544	68.990	71.887	74.784	77.681	80.577	83.474	86.371	89.268	92.164
545	69.016	71.915	74.814	77.712	80.611	83.510	86.409	89.308	92.206
546	69.042	71.942	74.843	77.744	80.645	83.546	86.446	89.347	92.248
547	69.070	71.972	74.874	77.776	80.678	83.581	86.483	89.385	92.287
548	69.096	72.000	74.904	77.808	80.712	83.616	86.520	89.424	92.328
549	69.122	72.028	74.934	77.840	80.746	83.652	86.558	89.464	92.370
550	69.147	72.055	74.963	77.871	80.779	83.687	86.595	89.503	92.412
551	69.176	72.085	74.994	77.904	80.813	83.722	86.631	89.541	92.450
552	69.201	72.113	75.024	77.935	80.846	83.758	86.669	89.580	92.492
553	69.227	72.140	75.053	77.967	80.880	83.793	86.706	89.620	92.533
554	69.255	72.170	75.084	77.999	80.913	83.828	86.742	89.657	92.571
555	69.281	72.197	75.114	78.030	80.947	83.863	86.780	89.696	92.613
556	69.306	72.225	75.143	78.062	80.980	83.899	86.817	89.736	92.654
557	69.331	72.252	75.172	78.093	81.014	83.934	86.855	89.775	92.696
558	69.360	72.282	75.203	78.125	81.047	83.969	86.890	89.812	92.734
559	69.385	72.309	75.233	78.156	81.080	84.004	86.928	89.851	92.775
560	69.410	72.336	75.262	78.188	81.113	84.039	86.965	89.891	92.816
561	69.436	72.363	75.291	78.219	81.147	84.074	87.002	89.930	92.858
562	69.464	72.393	75.322	78.251	81.180	84.109	87.038	89.967	92.896
563	69.489	72.420	75.351	78.282	81.213	84.144	87.075	90.006	92.937
564	69.514	72.447	75.380	78.313	81.246	84.179	87.112	90.045	92.978
565	69.539	72.474	75.409	78.344	81.280	84.215	87.150	90.085	93.020
566	69.568	72.504	75.440	78.376	81.313	84.249	87.185	90.121	93.057
567	69.593	72.531	75.469	78.407	81.346	84.284	87.222	90.160	93.099
568	69.618	72.558	75.498	78.439	81.379	84.319	87.259	90.199	93.140
569	69.646	72.588	75.529	78.470	81.412	84.353	87.295	90.236	93.177
570	69.671	72.615	75.558	78.501	81.445	84.388	87.332	90.275	93.218
571	69.696	72.642	75.587	78.532	81.478	84.423	87.369	90.314	93.259
572	69.721	72.669	75.616	78.563	81.511	84.458	87.406	90.353	93.301
573	69.749	72.698	75.646	78.595	81.544	84.492	87.441	90.390	93.338
574	69.774	72.725	75.675	78.626	81.577	84.527	87.478	90.428	93.379
575	69.799	72.752	75.704	78.657	81.610	84.562	87.515	90.467	93.420
576	69.824	72.778	75.733	78.688	81.642	84.597	87.552	90.506	93.461
577	69.852	72.808	75.764	78.719	81.675	84.631	87.587	90.543	93.499
578	69.877	72.835	75.792	78.750	81.708	84.666	87.624	90.581	93.539
579	69.901	72.861	75.821	78.781	81.741	84.701	87.660	90.620	93.580
580	69.926	72.888	75.850	78.812	81.774	84.735	87.697	90.659	93.621
581	69.954	72.917	75.880	78.843	81.806	84.769	87.732	90.695	93.658
582	69.979	72.944	75.909	78.874	81.839	84.804	87.769	90.734	93.699
583	70.003	72.970	75.937	78.904	81.872	84.839	87.806	90.773	93.740
584	70.031	73.000	75.968	78.936	81.904	84.872	87.841	90.809	93.777
585	70.056	73.026	75.996	78.967	81.937	84.907	87.877	90.847	93.818
586	70.081	73.053	76.025	78.997	81.969	84.942	87.914	90.886	93.858
587	70.105	73.079	76.053	79.028	82.002	84.976	87.950	90.925	93.899
588	70.133	73.108	76.084	79.059	82.034	85.010	87.985	90.961	93.936
589	70.157	73.135	76.112	79.090	82.067	85.044	88.022	90.999	93.977
590	70.182	73.161	76.141	79.120	82.099	85.079	88.058	91.038	94.017
591	70.206	73.188	76.169	79.151	82.132	85.113	88.095	91.076	94.057
592	70.234	73.217	76.199	79.182	82.164	85.147	88.129	91.112	94.095
593	70.258	73.243	76.228	79.212	82.197	85.181	88.166	91.150	94.135
594	70.283	73.269	76.256	79.243	82.229	85.216	88.202	91.189	94.175
595	70.307	73.296	76.284	79.273	82.261	85.250	88.239	91.227	94.216
596	70.335	73.325	76.314	79.304	82.294	85.284	88.273	91.263	94.253
597	70.359	73.351	76.343	79.334	82.326	85.318	88.310	91.301	94.293
598	70.383	73.377	76.371	79.365	82.358	85.352	88.346	91.339	94.333
599	70.408	73.403	76.399	79.395	82.391	85.386	88.382	91.378	94.373
600	70.435	73.432	76.429	79.426	82.423	85.420	88.417	91.413	94.410
601	70.459	73.458	76.457	79.456	82.455	85.454	88.453	91.452	94.451
602	70.484	73.485	76.485	79.486	82.487	85.488	88.489	91.490	94.491
603	70.508	73.511	76.514	79.516	82.519	85.522	88.525	91.528	94.531
604	70.535	73.539	76.543	79.547	82.551	85.555	88.559	91.564	94.568
605	70.559	73.565	76.571	79.577	82.584	85.590	88.596	91.602	94.608
606	70.583	73.591	76.600	79.608	82.616	85.624	88.632	91.640	94.648
607	70.607	73.618	76.628	79.638	82.648	85.658	88.668	91.678	94.688
608	70.635	73.646	76.657	79.668	82.680	85.691	88.702	91.713	94.724
609	70.659	73.672	76.685	79.698	82.712	85.725	88.738	91.751	94.764
610	70.683	73.698	76.713	79.728	82.744	85.759	88.774	91.789	94.804
611	70.707	73.724	76.741	79.758	82.776	85.793	88.810	91.827	94.844
612	70.734	73.752	76.771	79.789	82.807	85.826	88.844	91.862	94.881
613	70.758	73.778	76.799	79.819	82.839	85.860	88.880	91.900	94.921
614	70.782	73.804	76.827	79.849	82.871	85.894	88.916	91.938	94.960
615	70.806	73.830	76.854	79.879	82.903	85.927	88.952	91.976	95.000
616	70.833	73.858	76.884	79.909	82.935	85.960	88.986	92.011	95.037
617	70.857	73.884	76.912	79.939	82.967	85.994	89.022	92.049	95.076
618	70.881	73.910	76.940	79.969	82.998	86.028	89.057	92.087	95.116
619	70.908	73.938	76.969	80.000	83.030	86.061	89.091	92.122	95.152
620	70.931	73.964	76.997	80.029	83.062	86.094	89.127	92.160	95.192
621	70.955	73.990	77.024	80.059	83.094	86.128	89.163	92.197	95.232
622	70.979	74.015	77.052	80.089	83.125	86.162	89.198	92.235	95.271
623	71.006	74.044	77.081	80.119	83.157	86.195	89.232	92.270	95.308
624	71.030	74.069	77.109	80.149	83.188	86.228	89.268	92.308	95.347
625	71.053	74.095	77.137	80.178	83.220	86.262	89.303	92.345	95.387
626	71.077	74.120	77.164	80.208	83.252	86.295	89.339	92.383	95.426
627	71.104	74.149	77.193	80.238	83.283	86.328	89.373	92.418	95.462
628	71.127	74.174	77.221	80.268	83.315	86.361	89.408	92.455	95.502
629	71.151	74.200	77.248	80.297	83.346	86.395	89.444	92.493	95.541
630	71.174	74.225	77.276	80.327	83.378	86.428	89.479	92.530	95.581
631	71.201	74.253	77.305	80.357	83.409	86.461	89.513	92.565	95.617
632	71.225	74.279	77.332	80.386	83.440	86.494	89.548	92.602	95.656
633	71.248	74.304	77.360	80.416	83.472	86.528	89.583	92.639	95.695
634	71.272	74.329	77.387	80.445	83.503	86.561	89.619	92.677	95.735
635	71.298	74.357	77.416	80.475	83.534	86.593	89.652	92.711	95.771
636	71.322	74.383	77.444	80.505	83.566	86.627	89.688	92.749	95.810
637	71.345	74.408	77.471	80.534	83.597	86.660	89.723	92.786	95.849
638	71.368	74.433	77.498	80.563	83.628	86.693	89.758	92.823	95.888
639	71.395	74.461	77.527	80.593	83.660	86.726	89.792	92.858	95.924
640	71.418	74.486	77.554	80.623	83.691	86.759	89.827	92.895	95.963
641	71.442	74.512	77.582	80.652	83.722	86.792	89.862	92.932	96.002
642	71.465	74.537	77.609	80.681	83.753	86.825	89.897	92.969	96.041
643	71.491	74.565	77.638	80.711	83.784	86.857	89.931	93.004	96.077
644	71.515	74.590	77.665	80.740	83.815	86.890	89.966	93.041	96.116
645	71.538	74.615	77.692	80.769	83.846	86.924	90.001	93.078	96.155
646	71.561	74.640	77.719	80.798	83.877	86.957	90.036	93.115	96.194
647	71.587	74.668	77.748	80.828	83.908	86.989	90.069	93.149	96.230
648	71.610	74.693	77.775	80.857	83.940	87.022	90.104	93.186	96.269
649	71.634	74.718	77.802	80.886	83.970	87.055	90.139	93.223	96.307
650	71.657	74.743	77.829	80.915	84.001	87.088	90.174	93.260	96.346
651	71.683	74.770	77.858	80.945	84.032	87.120	90.207	93.294	96.382
652	71.706	74.795	77.885	80.974	84.063	87.153	90.242	93.331	96.421
653	71.729	74.820	77.912	81.003	84.094	87.185	90.277	93.368	96.459
654	71.752	74.845	77.938	81.032	84.125	87.218	90.312	93.405	96.498
655	71.778	74.873	77.967	81.061	84.156	87.250	90.345	93.439	96.533
656	71.801	74.898	77.994	81.090	84.187	87.283	90.379	93.476	96.572
657	71.824	74.922	78.021	81.119	84.217	87.316	90.414	93.512	96.611
658	71.847	74.947	78.048	81.148	84.248	87.349	90.449	93.549	96.650
659	71.873	74.975	78.076	81.177	84.279	87.380	90.482	93.583	96.685
660	71.896	74.999	78.103	81.206	84.310	87.413	90.516	93.620	96.723
661	71.919	75.024	78.129	81.235	84.340	87.446	90.551	93.657	96.762
662	71.941	75.049	78.156	81.264	84.371	87.478	90.586	93.693	96.801
663	71.968	75.076	78.185	81.293	84.402	87.510	90.619	93.727	96.836
664	71.990	75.101	78.211	81.322	84.432	87.543	90.653	93.764	96.874
665	72.013	75.125	78.238	81.350	84.463	87.575	90.688	93.800	96.913
666	72.036	75.150	78.265	81.379	84.493	87.608	90.722	93.837	96.951
667	72.062	75.177	78.293	81.408	84.524	87.639	90.755	93.871	96.986
668	72.084	75.202	78.319	81.437	84.554	87.672	90.790	93.907	97.025
669	72.107	75.227	78.346	81.466	84.585	87.704	90.824	93.943	97.063
670	72.130	75.251	78.372	81.494	84.615	87.737	90.858	93.980	97.101
671	72.156	75.278	78.401	81.523	84.646	87.768	90.891	94.014	97.136
672	72.178	75.303	78.427	81.552	84.676	87.801	90.925	94.050	97.175
673	72.201	75.327	78.454	81.580	84.707	87.833	90.960	94.086	97.213
674	72.223	75.352	78.480	81.609	84.737	87.865	90.994	94.122	97.251
675	72.249	75.379	78.508	81.638	84.767	87.897	91.027	94.156	97.286
676	72.271	75.403	78.535	81.666	84.798	87.929	91.061	94.192	97.324
677	72.294	75.427	78.561	81.694	84.828	87.962	91.095	94.229	97.362
678	72.316	75.452	78.587	81.723	84.858	87.994	91.129	94.265	97.400
679	72.342	75.479	78.615	81.752	84.888	88.025	91.162	94.298	97.435
680	72.364	75.503	78.642	81.780	84.919	88.057	91.196	94.335	97.473
681	72.387	75.527	78.668	81.808	84.949	88.090	91.230	94.371	97.511
682	72.409	75.552	78.694	81.837	84.979	88.122	91.264	94.407	97.549
683	72.435	75.578	78.722	81.866	85.009	88.153	91.297	94.440	97.584
684	72.457	75.603	78.748	81.894	85.039	88.185	91.331	94.476	97.622
685	72.479	75.627	78.774	81.922	85.070	88.217	91.365	94.512	97.660
686	72.501	75.651	78.801	81.950	85.100	88.249	91.399	94.548	97.698
687	72.527	75.678	78.828	81.979	85.130	88.280	91.431	94.582	97.732
688	72.549	75.702	78.854	82.007	85.160	88.312	91.465	94.618	97.770
689	72.571	75.726	78.881	82.035	85.190	88.344	91.499	94.653	97.808
690	72.594	75.750	78.907	82.063	85.220	88.376	91.533	94.689	97.846
691	72.619	75.777	78.934	82.092	85.250	88.407	91.565	94.723	97.880
692	72.641	75.801	78.960	82.120	85.280	88.439	91.599	94.758	97.918
693	72.663	75.825	78.986	82.148	85.310	88.471	91.633	94.794	97.956
694	72.689	75.851	79.014	82.177	85.340	88.502	91.665	94.828	97.990
695	72.711	75.875	79.040	82.205	85.369	88.534	91.699	94.863	98.028
696	72.733	75.899	79.066	82.233	85.399	88.566	91.732	94.899	98.066
697	72.755	75.923	79.092	82.260	85.429	88.598	91.766	94.935	98.103
698	72.780	75.950	79.119	82.289	85.459	88.628	91.798	94.968	98.137
699	72.802	75.974	79.145	82.317	85.489	88.660	91.832	95.003	98.175
700	72.824	75.998	79.171	82.345	85.518	88.692	91.866	95.039	98.213
701	72.846	76.021	79.197	82.373	85.548	88.724	91.899	95.075	98.250
702	72.871	76.048	79.225	82.401	85.578	88.754	91.931	95.108	98.284
703	72.893	76.072	79.250	82.429	85.608	88.786	91.965	95.143	98.322
704	72.915	76.096	79.276	82.457	85.637	88.818	91.998	95.179	98.359
705	72.937	76.119	79.302	82.484	85.667	88.849	92.032	95.214	98.397
706	72.962	76.146	79.329	82.513	85.696	88.880	92.064	95.247	98.431
707	72.984	76.169	79.355	82.540	85.726	88.912	92.097	95.283	98.468
708	73.005	76.193	79.381	82.568	85.756	88.943	92.131	95.318	98.506
709	73.027	76.217	79.406	82.596	85.785	88.975	92.164	95.354	98.543
710	73.052	76.243	79.434	82.624	85.815	89.005	92.196	95.386	98.577
711	73.074	76.267	79.459	82.652	85.844	89.037	92.229	95.422	98.614
712	73.096	76.290	79.485	82.679	85.874	89.068	92.263	95.457	98.652
713	73.117	76.314	79.510	82.707	85.903	89.100	92.296	95.493	98.689
714	73.142	76.340	79.537	82.735	85.933	89.130	92.328	95.525	98.723
715	73.164	76.364	79.563	82.763	85.962	89.162	92.361	95.561	98.760
716	73.186	76.387	79.589	82.790	85.992	89.193	92.394	95.596	98.797
717	73.207	76.411	79.614	82.817	86.021	89.224	92.428	95.631	98.834
718	73.232	76.437	79.641	82.846	86.050	89.255	92.459	95.664	98.868
719	73.254	76.460	79.667	82.873	86.080	89.286	92.492	95.699	98.905
720	73.275	76.484	79.692	82.900	86.109	89.317	92.526	95.734	98.943
721	73.297	76.507	79.717	82.928	86.138	89.348	92.559	95.769	98.980
722	73.322	76.533	79.744	82.956	86.167	89.379	92.590	95.802	99.013
723	73.343	76.556	79.770	82.983	86.197	89.410	92.624	95.837	99.050
724	73.364	76.580	79.795	83.011	86.226	89.441	92.657	95.872	99.087
725	73.389	76.606	79.822	83.039	86.255	89.472	92.688	95.904	99.121
726	73.411	76.629	79.847	83.066	86.284	89.503	92.721	95.940	99.158
727	73.432	76.652	79.873	83.093	86.313	89.534	92.754	95.974	99.195
728	73.453	76.676	79.898	83.120	86.343	89.565	92.787	96.010	99.232
729	73.478	76.702	79.925	83.148	86.372	89.595	92.818	96.042	99.265
730	73.499	76.725	79.950	83.175	86.401	89.626	92.851	96.077	99.302
731	72.822	76.049	79.276	82.503	85.730	88.957	92.184	95.411	98.637
732	72.844	76.072	79.301	82.530	85.759	88.988	92.217	95.445	98.674
733	72.865	76.096	79.326	82.557	85.788	89.019	92.250	95.480	98.711
