Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1750	89.429	94.094	98.760	103.425	108.090	112.755	117.420	122.085	126.751
1751	89.444	94.110	98.776	103.442	108.108	112.774	117.439	122.105	126.771
1752	89.454	94.122	98.790	103.458	108.125	112.793	117.461	122.129	126.796
1753	89.469	94.137	98.806	103.474	108.143	112.812	117.480	122.149	126.817
1754	89.479	94.150	98.820	103.490	108.161	112.831	117.501	122.172	126.842
1755	89.494	94.165	98.836	103.507	108.178	112.849	117.521	122.192	126.863
1756	89.508	94.180	98.852	103.524	108.196	112.868	117.540	122.212	126.884
1757	89.519	94.192	98.866	103.540	108.214	112.887	117.561	122.235	126.909
1758	89.533	94.208	98.882	103.557	108.231	112.906	117.580	122.255	126.929
1759	89.544	94.220	98.896	103.573	108.249	112.925	117.602	122.278	126.954
1760	89.558	94.235	98.912	103.589	108.267	112.944	117.621	122.298	126.975
1761	89.568	94.247	98.926	103.605	108.284	112.963	117.642	122.321	127.000
1762	89.583	94.263	98.942	103.622	108.302	112.982	117.661	122.341	127.021
1763	89.598	94.278	98.959	103.639	108.320	113.000	117.680	122.361	127.041
1764	89.608	94.290	98.972	103.655	108.337	113.019	117.702	122.384	127.066
1765	89.622	94.305	98.989	103.672	108.355	113.038	117.721	122.404	127.087
1766	89.633	94.317	99.002	103.687	108.372	113.057	117.742	122.427	127.112
1767	89.647	94.333	99.019	103.704	108.390	113.076	117.761	122.447	127.133
1768	89.662	94.348	99.035	103.721	108.408	113.094	117.780	122.467	127.153
1769	89.672	94.360	99.048	103.737	108.425	113.113	117.802	122.490	127.178
1770	89.686	94.376	99.065	103.754	108.443	113.132	117.821	122.510	127.199
1771	89.697	94.388	99.078	103.769	108.460	113.151	117.842	122.533	127.224
1772	89.711	94.403	99.095	103.786	108.478	113.170	117.861	122.553	127.245
1773	89.726	94.418	99.111	103.803	108.495	113.188	117.880	122.573	127.265
1774	89.736	94.430	99.124	103.819	108.513	113.207	117.902	122.596	127.290
1775	89.750	94.445	99.141	103.836	108.531	113.226	117.921	122.616	127.311
1776	89.761	94.457	99.154	103.851	108.548	113.245	117.942	122.639	127.336
1777	89.775	94.473	99.170	103.868	108.566	113.263	117.961	122.659	127.356
1778	89.790	94.488	99.186	103.885	108.583	113.282	117.980	122.678	127.377
1779	89.800	94.500	99.200	103.901	108.601	113.301	118.001	122.702	127.402
1780	89.814	94.515	99.216	103.917	108.618	113.319	118.020	122.721	127.422
1781	89.824	94.527	99.230	103.933	108.636	113.339	118.041	122.744	127.447
1782	89.839	94.542	99.246	103.950	108.653	113.357	118.061	122.764	127.468
1783	89.853	94.558	99.262	103.967	108.671	113.375	118.080	122.784	127.488
1784	89.864	94.570	99.276	103.982	108.688	113.395	118.101	122.807	127.513
1785	89.878	94.585	99.292	103.999	108.706	113.413	118.120	122.827	127.534
1786	89.888	94.597	99.306	104.015	108.723	113.432	118.141	122.850	127.559
1787	89.903	94.612	99.322	104.031	108.741	113.450	118.160	122.870	127.579
1788	89.917	94.627	99.338	104.048	108.758	113.469	118.179	122.889	127.600
1789	89.927	94.639	99.351	104.064	108.776	113.488	118.200	122.912	127.624
1790	89.942	94.655	99.367	104.080	108.793	113.506	118.219	122.932	127.645
1791	89.952	94.666	99.381	104.096	108.811	113.526	118.240	122.955	127.670
1792	89.966	94.682	99.397	104.113	108.828	113.544	118.259	122.975	127.690
1793	89.981	94.697	99.413	104.129	108.846	113.562	118.278	122.995	127.711
1794	89.991	94.709	99.427	104.145	108.863	113.581	118.299	123.018	127.736
1795	90.005	94.724	99.443	104.162	108.881	113.599	118.318	123.037	127.756
1796	90.015	94.736	99.457	104.177	108.898	113.619	118.340	123.060	127.781
1797	90.030	94.751	99.473	104.194	108.916	113.637	118.358	123.080	127.801
1798	90.044	94.766	99.488	104.211	108.933	113.655	118.377	123.100	127.822
1799	90.054	94.778	99.502	104.226	108.950	113.674	118.399	123.123	127.847
1800	90.068	94.793	99.518	104.243	108.968	113.693	118.417	123.142	127.867
1801	90.078	94.805	99.532	104.259	108.985	113.712	118.439	123.165	127.892
1802	90.093	94.820	99.548	104.275	109.003	113.730	118.457	123.185	127.912
1803	90.107	94.835	99.564	104.292	109.020	113.748	118.476	123.205	127.933
1804	90.117	94.847	99.577	104.307	109.037	113.767	118.497	123.228	127.958
1805	90.132	94.862	99.593	104.324	109.055	113.786	118.516	123.247	127.978
1806	90.142	94.874	99.607	104.340	109.072	113.805	118.537	123.270	128.003
1807	90.156	94.889	99.623	104.356	109.090	113.823	118.556	123.290	128.023
1808	90.170	94.905	99.639	104.373	109.107	113.841	118.575	123.309	128.044
1809	90.180	94.916	99.652	104.388	109.124	113.860	118.596	123.332	128.068
1810	90.195	94.931	99.668	104.405	109.142	113.878	118.615	123.352	128.089
1811	90.205	94.943	99.682	104.421	109.159	113.898	118.636	123.375	128.113
1812	90.219	94.958	99.698	104.437	109.176	113.916	118.655	123.394	128.134
1813	90.233	94.973	99.714	104.454	109.194	113.934	118.674	123.414	128.154
1814	90.243	94.985	99.727	104.469	109.211	113.953	118.695	123.437	128.179
1815	90.258	95.000	99.743	104.486	109.228	113.971	118.714	123.457	128.199
1816	90.268	95.012	99.757	104.501	109.246	113.990	118.735	123.479	128.224
1817	90.282	95.027	99.773	104.518	109.263	114.009	118.754	123.499	128.244
1818	90.296	95.042	99.788	104.534	109.280	114.027	118.773	123.519	128.265
1819	90.306	95.054	99.802	104.550	109.298	114.046	118.794	123.541	128.289
1820	90.321	95.069	99.818	104.566	109.315	114.064	118.812	123.561	128.310
1821	90.330	95.081	99.831	104.582	109.332	114.083	118.833	123.584	128.334
1822	90.345	95.096	99.847	104.599	109.350	114.101	118.852	123.604	128.355
1823	90.359	95.111	99.863	104.615	109.367	114.119	118.871	123.623	128.375
1824	90.369	95.123	99.877	104.631	109.384	114.138	118.892	123.646	128.400
1825	90.383	95.138	99.892	104.647	109.402	114.156	118.911	123.665	128.420
1826	90.398	95.153	99.908	104.664	109.419	114.174	118.930	123.685	128.440
1827	90.407	95.165	99.922	104.679	109.436	114.193	118.951	123.708	128.465
1828	90.422	95.180	99.938	104.696	109.454	114.211	118.969	123.727	128.485
1829	90.432	95.191	99.951	104.711	109.471	114.231	118.990	123.750	128.510
1830	90.446	95.206	99.967	104.727	109.488	114.249	119.009	123.770	128.530
1831	90.460	95.221	99.983	104.744	109.505	114.267	119.028	123.789	128.550
1832	90.470	95.233	99.996	104.759	109.522	114.286	119.049	123.812	128.575
1833	90.484	95.248	100.012	104.776	109.540	114.304	119.068	123.831	128.595
1834	90.494	95.260	100.026	104.791	109.557	114.323	119.088	123.854	128.620
1835	90.508	95.275	100.041	104.808	109.574	114.341	119.107	123.874	128.640
1836	90.523	95.290	100.057	104.824	109.592	114.359	119.126	123.893	128.660
1837	90.532	95.302	100.071	104.840	109.609	114.378	119.147	123.916	128.685
1838	90.547	95.317	100.086	104.856	109.626	114.396	119.166	123.935	128.705
1839	90.557	95.328	100.100	104.872	109.643	114.415	119.187	123.958	128.730
1840	90.571	95.343	100.116	104.888	109.660	114.433	119.205	123.978	128.750
1841	90.585	95.358	100.131	104.904	109.678	114.451	119.224	123.997	128.770
1842	90.595	95.370	100.145	104.920	109.695	114.470	119.245	124.020	128.795
1843	90.609	95.385	100.160	104.936	109.712	114.488	119.264	124.039	128.815
1844	90.619	95.396	100.174	104.952	109.729	114.507	119.284	124.062	128.840
1845	90.633	95.411	100.190	104.968	109.746	114.525	119.303	124.081	128.860
1846	90.647	95.426	100.205	104.984	109.764	114.543	119.322	124.101	128.880
1847	90.657	95.438	100.219	105.000	109.781	114.562	119.343	124.124	128.905
1848	90.671	95.453	100.235	105.016	109.798	114.580	119.361	124.143	128.925
1849	90.681	95.464	100.248	105.032	109.815	114.599	119.382	124.166	128.949
1850	90.695	95.479	100.264	105.048	109.832	114.617	119.401	124.185	128.969
1851	90.709	95.494	100.279	105.064	109.849	114.634	119.419	124.205	128.990
1852	90.719	95.506	100.293	105.080	109.867	114.653	119.440	124.227	129.014
1853	90.733	95.521	100.308	105.096	109.884	114.671	119.459	124.247	129.034
1854	90.743	95.532	100.322	105.111	109.901	114.690	119.480	124.269	129.059
1855	90.757	95.547	100.338	105.128	109.918	114.708	119.498	124.289	129.079
1856	90.771	95.562	100.353	105.144	109.935	114.726	119.517	124.308	129.099
